COHORT: GNE_AMP_NIH_UKB_CASE_PROXIES_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 4
GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_SIBLING_PROXY_BETA	UKB_SIBLING_PROXY_SE	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
HIVEP2	8.185003070081141	2.7229670918397024e-16	0.183741	0.134008	0.17034	0.146682	0.130324	0.260367	0.192617	0.171563	0.261556	0.129696	0.0584824	0.0265762	0.289103989835548	0.123130182372788	0.0188768583541468	79.0	25.0	57.0	215.0	90.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CGN	8.130171396414516	4.286838658905698e-16	0.12869	0.132694	0.332135	0.249448	0.0991477	0.0118721	0.307953	0.163806	0.0601096	0.0729982	0.0678847	0.282229	0.216654767742938	0.128265594767221	0.0911982488128765	78.0	36.0	49.0	207.0	112.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZCCHC8	7.910296821492089	2.5677593020370407e-15	0.27859	0.26136	0.286457	0.0989032	0.144507	0.493711	0.570453	0.292522	0.0511616	0.328247	0.108247	0.00242627	0.158602318796796	0.13470034921888	0.239017741947124	16.0	9.0	12.0	51.0	33.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
STK38L	7.747207245403335	9.393557751365578e-15	0.721044	0.845099	0.393545	NA	NA	NA	1.20153	0.915502	0.189375	0.480949	0.310477	0.121366	3.24090182845821	0.803693762927899	5.51846481277504e-05	7.0	NA	4.0	34.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DCDC2C	7.677568189374897	1.6213694609449312e-14	0.287274	0.463292	0.535211	0.653973	0.164432	6.9745e-05	0.704367	0.486754	0.147877	0.274428	0.186122	0.14036	0.0657503239186211	0.414015607337912	0.873817608306816	12.0	9.0	12.0	42.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF777	7.665419823780255	1.7824718571056308e-14	0.64386	0.328806	0.0502092	0.389935	0.313676	0.213825	0.8325	0.348787	0.0169936	0.100415	0.146657	0.493536	0.463681731093043	0.33296271311708	0.163742730567261	25.0	7.0	12.0	72.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEC14L5	7.519759787041082	5.487697374167942e-14	0.0992175	0.26349	0.706507	0.372534	0.266824	0.162661	0.824878	0.302756	0.00643867	0.0909846	0.114159	0.425452	0.476062560255779	0.213915789244313	0.0260498945152062	52.0	14.0	27.0	154.0	56.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LSR	7.496552285169288	6.551828903757466e-14	0.631478	0.215837	0.00343661	0.312946	0.174118	0.0722847	0.481832	0.260358	0.0642193	-0.00165781	0.104081	0.987292	0.163447117651848	0.174104003374148	0.347838514214644	40.0	23.0	31.0	109.0	52.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
HYDIN	-7.43898813498185	1.0145943543262734e-13	-0.322794	0.147584	0.0287292	-0.206347	0.112447	0.0664961	-0.365712	0.190857	0.0553445	-0.120684	0.0582583	0.0383093	0.0572316447750268	0.100239235978839	0.568033178045452	136.0	46.0	96.0	375.0	161.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FDFT1	-7.424562980123479	1.1315289284353395e-13	-0.472992	0.230008	0.0397428	-0.204414	0.376958	0.587631	-0.692671	0.606064	0.25308	-0.181521	0.0915711	0.047446	-0.609704917680856	0.358506872937428	0.0890033814362032	44.0	11.0	32.0	122.0	52.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TAP1	7.355037480043558	1.9087355279150952e-13	-0.00598776	0.231024	0.979322	0.51023	0.174731	0.00349938	0.4719	0.243602	0.0527243	0.152319	0.0886084	0.0856124	0.130090780764205	0.161668137007446	0.42100556237562	24.0	12.0	17.0	80.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NUP210	7.346192218042644	2.0393304518105625e-13	0.416758	0.13336	0.00177768	0.0927019	0.113463	0.413915	0.189051	0.222341	0.395171	0.081754	0.0616579	0.184863	0.1465591679389	0.119357090860719	0.21948263458509	95.0	37.0	59.0	261.0	132.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
USF1	7.3288763353246456	2.3209042080637016e-13	0.930271	0.344553	0.00693522	0.142419	0.388978	0.714263	1.02492	0.510895	0.0448421	0.296404	0.19793	0.134258	0.353971818493771	0.466268810173789	0.447757891671353	14.0	5.0	11.0	47.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SORCS3	-7.320381783628101	2.4726645681291397e-13	-0.0710567	0.252769	0.778623	-0.720921	0.279063	0.00978415	-0.258214	0.36078	0.47417	-0.217207	0.111905	0.0522585	-0.448286343194865	0.249158608995149	0.0719869391006683	59.0	24.0	43.0	162.0	71.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ARSA	7.313778530681413	2.597331008428345e-13	0.506732	0.30353	0.0950256	0.50334	0.417212	0.227648	1.36125	0.371981	0.00025274	0.0805803	0.162314	0.61958	0.0701674847040074	0.248846680961461	0.777965940484301	25.0	9.0	19.0	76.0	42.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
STAP2	7.270021470710198	3.59430365768239e-13	-0.279466	0.758191	0.71243	1.08744	0.6204	0.0796348	1.19224	0.452589	0.00843205	0.684627	0.221708	0.00201528	0.0642856952700301	0.392994458504219	0.870062467907324	10.0	5.0	16.0	53.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ATP1A3	7.235034860641921	4.654095745798035e-13	0.758702	0.377908	0.044682	0.420533	0.400906	0.294198	0.886477	0.456717	0.052261	0.0968291	0.162674	0.551687	0.594477780522689	0.361994037401647	0.100542168847295	18.0	7.0	14.0	63.0	23.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ABI1	-7.203189837375314	5.881998889434035e-13	-0.468107	0.309704	0.13067	-0.664007	0.429073	0.121734	-0.504512	0.356173	0.156635	-0.113018	0.109454	0.301807	-0.600933936777148	0.354503241212509	0.0900481635746836	24.0	7.0	22.0	78.0	33.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
USP31	7.194912447990946	6.250085733631962e-13	0.192075	0.136107	0.158185	0.0714322	0.111577	0.522039	0.280364	0.174707	0.108545	0.0966874	0.0725343	0.182536	0.391559134233542	0.177517810034969	0.0274018148721091	68.0	24.0	38.0	180.0	74.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LRRK2	7.1823958787231135	6.850022704758433e-13	0.145556	0.142558	0.307243	0.322983	0.112698	0.00415788	0.163546	0.192455	0.395443	-0.0156536	0.0651079	0.810001	0.287407260203841	0.10699848866288	0.0072294240094887	108.0	49.0	63.0	303.0	118.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TNFRSF17	7.13318112005596	9.807536301125555e-13	0.669453	0.537979	0.213358	0.218925	0.436367	0.615879	0.113086	0.639387	0.859613	0.603724	0.211741	0.00435485	0.994363216335367	0.421520294068358	0.0183246256400527	9.0	4.0	8.0	27.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CDKN2C	7.126064020267846	1.0327969395304092e-12	1.99731	0.681678	0.00338979	NA	NA	NA	2.06821	0.917199	0.024138	0.644639	0.419453	0.124329	0.284745024874942	0.704295466751595	0.685993829602536	6.0	NA	4.0	20.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PUS7L	7.105056759784697	1.202730996846955e-12	0.173358	0.158321	0.273525	0.0643402	0.131202	0.623857	0.317967	0.217181	0.143176	0.168505	0.0671371	0.0120777	0.18437835267618	0.119280082739611	0.122162597440484	32.0	18.0	20.0	81.0	50.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
